sra_accession,site_name,date,n_reads_profiled,total_read_pairs,n_reads_classified_1_clade_non_rrna,n_reads_classified_1_clade_rrna,n_reads_unclassified_0_clade_non_rrna,n_reads_unclassified_0_clade_rrna,n_reads_root_direct_1_non_rrna,n_reads_root_direct_1_rrna,rrna_fraction,n_reads_cellular_organisms_131567_clade_non_rrna,n_reads_cellular_organisms_131567_clade_rrna,n_reads_cellular_organisms_131567_direct_non_rrna,n_reads_cellular_organisms_131567_direct_rrna,n_reads_bacteria_2_clade_non_rrna,n_reads_bacteria_2_clade_rrna,n_reads_archaea_2157_clade_non_rrna,n_reads_archaea_2157_clade_rrna,n_reads_eukaryota_2759_clade_non_rrna,n_reads_eukaryota_2759_clade_rrna,n_reads_viruses_10239_clade_non_rrna,n_reads_viruses_10239_clade_rrna,n_reads_unclassified_entries_2787823_clade_non_rrna,n_reads_unclassified_entries_2787823_clade_rrna,n_reads_other_entries_2787854_clade_non_rrna,n_reads_other_entries_2787854_clade_rrna,n_reads_pmmov_12239_clade_non_rrna,n_reads_tobamovirus_12234_clade_non_rrna,n_reads_tbrv_12275_clade_non_rrna,n_reads_tobrfv_3432872_clade_non_rrna,n_reads_tmv_3432892_clade_non_rrna,n_reads_cgmmv_3432895_clade_non_rrna,fraction_classified_1_clade_non_rrna,fraction_classified_1_clade_rrna,fraction_unclassified_0_clade_non_rrna,fraction_unclassified_0_clade_rrna,fraction_root_direct_1_non_rrna,fraction_root_direct_1_rrna,fraction_cellular_organisms_131567_clade_non_rrna,fraction_cellular_organisms_131567_clade_rrna,fraction_cellular_organisms_131567_direct_non_rrna,fraction_cellular_organisms_131567_direct_rrna,fraction_bacteria_2_clade_non_rrna,fraction_bacteria_2_clade_rrna,fraction_archaea_2157_clade_non_rrna,fraction_archaea_2157_clade_rrna,fraction_eukaryota_2759_clade_non_rrna,fraction_eukaryota_2759_clade_rrna,fraction_viruses_10239_clade_non_rrna,fraction_viruses_10239_clade_rrna,fraction_unclassified_entries_2787823_clade_non_rrna,fraction_unclassified_entries_2787823_clade_rrna,fraction_other_entries_2787854_clade_non_rrna,fraction_other_entries_2787854_clade_rrna,fraction_pmmov_12239_clade_non_rrna,fraction_tobamovirus_12234_clade_non_rrna,fraction_tbrv_12275_clade_non_rrna,fraction_tobrfv_3432872_clade_non_rrna,fraction_tmv_3432892_clade_non_rrna,fraction_cgmmv_3432895_clade_non_rrna
SAMN52958995,"Columbia WWTP, MO",2024-05-14,7919657,1090240043,782399,3427627,3600693,108938,220,59,0.4465557995432674,677185,3427357,1928,13768,644953,3390102,1917,17970,28387,5517,104992,210,0,0,2,1,4716,77805,0,63331,983,5500,0.0987919493890194,0.4328003986636126,0.4546522510677131,0.0137554008796548,2.777861759107803e-05,7.450246416676094e-06,0.0855068047757284,0.4327663058316374,0.0002434420510391,0.0017384572609367,0.0814369468519179,0.4280621923377177,0.0002420553161454,0.0022690394301905,0.0035843605566259,0.0006966168027924,0.0132571135665744,2.6516311580279262e-05,0.0,0.0,2.5242912547444056e-07,1.2627397816571388e-07,0.000595481077043,0.0098242653099371,0.0,0.0079966678112736,0.0001241203245586,0.0006944707837797
SAMN52958996,"Columbia WWTP, MO",2024-05-21,7875808,1280719174,587569,4933588,2321571,33080,150,110,0.6306290255620894,477865,4933304,1310,3929,452060,4918712,1525,7599,22970,3064,109550,173,0,0,4,1,3660,87590,0,76030,1195,4129,0.0746030673984798,0.6264287823488134,0.2947679070394307,0.004200243213276,1.904352244872774e-05,1.3967320877103636e-05,0.0606740921403311,0.6263927231861679,0.0001663201242733,0.0004988610201526,0.0573976980489444,0.6245400067865491,0.000193628468804,0.0009648310093634,0.0029164454983092,0.0003890243701027,0.0139094239970755,2.1964839062731548e-05,0.0,0.0,5.07738624519358e-07,1.270027056656415e-07,0.0004647004726921,0.0111211484498583,0.0,0.0096534135597738,0.0001517246190655,0.0005242327563071
SAMN52958997,"Columbia WWTP, MO",2024-05-28,7882783,1076527455,934299,3692581,3168014,87889,286,71,0.4795877830207206,687936,3691610,5064,8135,647053,3669374,2658,2523,33161,11578,246076,899,0,0,1,1,6258,208123,0,184340,2644,7244,0.1185235376166343,0.468438283802422,0.401888679362645,0.0111494992182985,3.6279480506298375e-05,9.006912981293676e-06,0.0872704624778543,0.4683151058825533,0.0006424089340054,0.0010319899598998,0.082084126851614,0.4654942885661444,0.0003371937452019,0.0003200678010224,0.004206732947033,0.0014687595554865,0.0312166686956859,0.0001140440442997,0.0,0.0,1.2696258768036305e-07,1.2696258768036305e-07,0.0007938803956379,0.0264020463874428,0.0,0.0233849887792691,0.000335408503325,0.0009189537434389
SAMN52958998,"Columbia WWTP, MO",2024-06-04,7862478,1272223304,606067,4824690,2306041,125680,247,185,0.6296266248497642,425708,4823507,3167,10865,384131,4793392,2657,5544,35753,13706,180108,996,0,0,4,2,4462,159577,1,141355,1728,7856,0.0770821779892598,0.6136418544474913,0.293291197160976,0.0159847704022728,3.14122643974957e-05,2.3528631795914528e-05,0.0541435762897198,0.6134913949156937,0.0004027899450181,0.001381866093351,0.0488557171691725,0.6096612410896215,0.0003379306146774,0.0007051222882835,0.0045471385608515,0.0017431654444376,0.0229066804965717,0.0001266768403121,0.0,0.0,5.089385707219262e-07,2.540596895874535e-07,0.0005674975822418,0.0202954971839761,1.2726843254162188e-07,0.0179779576151915,0.0002197794432901,0.0009991525554758
SAMN52958999,"Columbia WWTP, MO",2024-06-11,8808647,2382228945,1230892,1712315,5795168,70272,494,77,0.202459470442469,990200,1712008,2451,3807,947788,1700136,1944,4149,38017,3916,240197,230,0,0,1,0,6685,214060,0,187209,2364,12535,0.1397242665883185,0.1944802544094405,0.6578162629692125,0.0079792160330285,5.607662596150393e-05,8.751472947826843e-06,0.1123985032006183,0.194445398545443,0.0002783189527933,0.0004322642572792,0.1075826246359911,0.1930974014873329,0.0002207887045772,0.0004711143951381,0.0043167709072566,0.0004446184056926,0.0272695731114528,2.6104391049664827e-05,0.0,0.0,1.136502857963737e-07,0.0,0.0007589591613985,0.0243023934508386,0.0,0.0212540397483871,0.0002683617044407,0.0014230803305368
SAMN52959000,"Columbia WWTP, MO",2024-06-18,8787624,1034913183,1327635,1046174,6370948,42867,517,50,0.123994837863703,1229872,1046053,2735,775,1185258,1032560,3607,1199,38272,11519,97243,71,0,0,3,0,3098,74418,0,61029,1111,6895,0.1510822106685573,0.1191166765772274,0.7249229514677396,0.0048781612864756,5.886173459574512e-05,5.6978563833381e-06,0.1399554399403857,0.1191028931128693,0.0003113733674524,8.819858422881517e-05,0.1348766377161335,0.117566719971281,0.0004107343477043,0.0001364867862609,0.0043566945090954,0.0013114877710986,0.0110675685494302,8.085607974786275e-06,0.0,0.0,3.404441455839163e-07,0.0,0.0003525918093572,0.0084701008445537,0.0,0.006946064651222,0.0001264571670508,0.0007848944501379
SAMN52959001,"Columbia WWTP, MO",2024-06-25,8809017,2167366827,679968,1181141,6866700,81208,276,54,0.1433415497031938,494210,1180774,1868,3713,453928,1169402,2401,2139,36013,5520,185482,313,0,0,0,0,4157,153615,1,131759,2284,12533,0.0771954502849778,0.1341230305879291,0.7794630000118282,0.0092185191152647,3.1338334322601853e-05,6.128975338456217e-06,0.056109075055741,0.1340813840997828,0.0002121523136106,0.0004214271129858,0.0515350622182078,0.132790313737668,0.0002726993613207,0.0002428557853612,0.0040891611626018,0.0006267874637677,0.0210550368949142,3.5517512807792126e-05,0.0,0.0,0.0,0.0,0.0004718412803433,0.017437625003509,1.1362994612690624e-07,0.0149566424898476,0.0002592774728952,0.0014227063656731
SAMN52959002,"Columbia WWTP, MO",2024-07-02,8770472,2221311168,942057,1860424,5758784,209207,596,125,0.2360353853759181,670153,1859424,4044,6728,612630,1832788,7587,2730,45892,17178,271306,875,0,0,2,0,6775,226086,0,192565,4101,16794,0.1074267805694596,0.2121869252239973,0.6565378340546224,0.0238484601519208,6.798620294795667e-05,1.4270200461136704e-05,0.0764272583850117,0.2120728489382315,0.0004613781674912,0.0007669611880671,0.0698658181014175,0.2090352254532469,0.0008658672164952,0.0003113119465953,0.0052341948996075,0.0019593503503221,0.0309313075981809,9.980608530458964e-05,0.0,0.0,2.2838331901940881e-07,0.0,0.000772418679166,0.0257755197143885,0.0,0.0219537941869628,0.0004675926406486,0.0019147093305296
SAMN52959003,"Columbia WWTP, MO",2024-07-09,8838710,282447250,830992,3976651,3425123,605944,537,1013,0.5185032402119296,590194,3975018,12569,102923,486222,3817656,6921,6087,84482,48352,240246,618,0,0,15,2,5640,206066,0,152962,2583,10717,0.0940212770843769,0.4499524777495002,0.3874754827036933,0.0685507624624294,6.0776422090886855e-05,0.0001147073155759,0.0667825795021218,0.449767633843422,0.0014223843795614,0.0116449302461562,0.0550182408020865,0.4319632769841892,0.0007831859291794,0.0006886324462925,0.0095587683912944,0.0054707941667841,0.0271762262559749,6.99119675093747e-05,0.0,0.0,1.694904189364386e-06,2.246229927689366e-07,0.00063800163823,0.0233098267524373,0.0,0.0173025448944735,0.0002921753086449,0.0012123521647658
SAMN52959004,"Columbia WWTP, MO",2024-07-16,7731445,1171553657,1153187,3827348,2634716,116194,737,173,0.5100728723399821,1053602,3826901,2234,7074,1013502,3801798,3215,11259,34651,6770,98847,274,0,0,1,0,2851,67975,0,57257,1386,4311,0.1491525909219619,0.4950436874370384,0.3407745367380559,0.0150291849029437,9.53355480406079e-05,2.2388373544130567e-05,0.1362722845190683,0.4949858621103736,0.0002889189730974,0.0009149619518033,0.1310856714558417,0.4917389715150528,0.0004158471623881,0.0014562422701232,0.004481846927741,0.0008756863733941,0.0127848418003475,3.543695312055246e-05,0.0,0.0,1.29054505396027e-07,0.0,0.0003687471591432,0.0087918801169504,0.0,0.0074055981207213,0.0001792628984935,0.0005576034630612
SAMN52959005,"Columbia WWTP, MO",2024-07-23,7726708,1897371822,543960,6030860,1120241,31647,271,151,0.7846243330904987,484637,6030387,2199,4818,471980,6016082,1203,3084,9255,6403,59052,322,0,0,0,0,1346,38197,0,32601,700,2486,0.0703980705549969,0.7805285172395611,0.1449775963545043,0.0040958158509376,3.506565453865968e-05,1.9543481809391245e-05,0.0627208041776514,0.7804673199045845,0.0002845763313851,0.0006234932537079,0.0610827985963776,0.7786160983595274,0.0001556800901252,0.0003991006091765,0.0011977491597632,0.0008286276821725,0.0076422007228068,4.165385316710526e-05,0.0,0.0,0.0,0.0,0.0001741875233196,0.0049432837498916,0.0,0.0042190580500921,9.059292620962526e-05,0.0003217298315485
SAMN52959006,"Columbia WWTP, MO",2024-07-30,7764069,1257598979,1071683,3511200,3099691,81495,1003,138,0.4627410298553198,912733,3510800,2633,5399,891523,3492148,2491,3015,16086,10238,157946,261,0,0,1,1,3696,86106,0,67638,2881,9435,0.1380296061699659,0.4522444304574831,0.3992293639747143,0.0104965993978366,0.0001291851319002,1.7774222733295725e-05,0.1175574635844966,0.4521929120449512,0.0003391059091242,0.00069536462275,0.1148256731352156,0.4497906405154286,0.0003208182248686,0.0003883162875016,0.0020718663152879,0.0013185906192709,0.0203428284414201,3.3615085708733285e-05,0.0,0.0,1.2901214881602974e-07,1.2910408991428521e-07,0.0004760371653945,0.011090119439531,0.0,0.0087115070042964,0.0003710660337923,0.0012151848090313
SAMN52959007,"Columbia WWTP, MO",2024-08-06,7765338,1085060362,343590,6828598,561181,31969,198,88,0.8834862871387932,312815,6828214,853,4744,306861,6817265,703,2011,4398,4194,30576,296,0,0,1,0,743,17377,1,12215,998,2851,0.0442473501044943,0.8793692442579624,0.0722663627567124,0.0041170428808308,2.550064920948101e-05,1.1330072781126534e-05,0.0402842745108769,0.8793197995242694,0.0001098365606535,0.0006108680276661,0.0395175567378158,0.8779098415759052,9.052737146974496e-05,0.0002589664668607,0.0005663538409378,0.0005401234538374,0.0039374465774714,3.8114660911740674e-05,0.0,0.0,1.2836693637415778e-07,0.0,9.569351762237512e-05,0.0022377224684033,1.290775601243275e-07,0.0015729752868137,0.0001285243928018,0.0003671265637995
SAMN52959008,"Columbia WWTP, MO",2024-08-13,7886646,731168267,716267,3996816,3112831,60732,315,76,0.514485114101901,581195,3996519,619,5439,575729,3982411,740,5188,4107,3481,134757,221,0,0,0,0,1543,27406,0,16986,4619,2813,0.0908201666581275,0.5067844552834236,0.3946947192399715,0.0077006588184773,3.994128815377217e-05,9.633019354094911e-06,0.0736935854174817,0.5067468009260491,7.84924737489689e-05,0.0006896347124124,0.0730005043621087,0.5049579987387798,9.382536245683962e-05,0.0006578052664623,0.0005207632191671,0.0004413622083945,0.017086639952492,2.8021338020463153e-05,0.0,0.0,0.0,0.0,0.0001956306095188,0.0034749052312458,0.0,0.0021537065182156,0.000585673430462,0.0003566705448791
SAMN52959009,"Columbia WWTP, MO",2024-08-20,7884864,606073150,972265,4497204,2290663,124732,310,114,0.5861792154954593,913679,4496973,617,7323,907251,4465750,1282,19677,4529,4223,58276,117,0,0,0,0,1530,27498,0,18148,3226,3321,0.1233078121625877,0.5703599104778176,0.290512972341953,0.0158193050176414,3.931179010737881e-05,1.4458581505863162e-05,0.1158777720016787,0.5703306111215236,7.82471269348801e-05,0.0009287067286184,0.1150625517000966,0.5663707844250515,0.000162576905105,0.0024955617870532,0.0005743962695421,0.0005355581808004,0.0073907283708016,1.4840774788265092e-05,0.0,0.0,0.0,0.0,0.0001940488506265,0.0034873824667405,0.0,0.0023015775067993,0.0004091369566756,0.0004211729055635
SAMN52959010,"Columbia WWTP, MO",2024-08-27,7885768,622866975,692578,6524069,652842,16279,207,48,0.8293857155725413,685969,6523999,255,2094,684151,6519744,255,700,1308,1461,6402,22,0,0,0,0,220,3591,0,2376,515,310,0.0878266737775399,0.8273213704943052,0.0827876106499188,0.0020643450782359,2.6254904167656883e-05,6.090697278709602e-06,0.086988604465533,0.8273124914975502,3.2340998490074644e-05,0.0002655394036147,0.0867580564287137,0.826772924138619,3.233843756817915e-05,8.875929366092286e-05,0.000165868600761,0.0001852686616553,0.0008118144078392,2.7882994764050167e-06,0.0,0.0,0.0,0.0,2.7894557601742148e-05,0.0004553711243839,0.0,0.0003012897455513,6.531009865947697e-05,3.931521450673256e-05
SAMN52959011,"Columbia WWTP, MO",2024-09-03,7881490,666122090,620642,4395643,2808766,56439,618,136,0.5648799171058183,522323,4395129,2205,7265,509010,4379359,1280,2049,9828,6456,97701,378,0,0,0,0,1945,49457,0,34373,5602,6194,0.0787468496765645,0.5577189291829812,0.3563732332176171,0.007160987922837,7.841398426576505e-05,1.72584156211784e-05,0.0662723647367723,0.5576537086706403,0.0002797843636322,0.0009217757249079,0.0645832339318744,0.5556528607830505,0.0001624054625765,0.0002599755390629,0.001246940978689,0.0008190966236189,0.0123960709555264,4.7962096719650016e-05,0.0,0.0,0.0,0.0,0.0002467612733944,0.0062749805450661,0.0,0.0043611821295372,0.0007107666974121,0.0007858790903768
SAMN52959012,"Columbia WWTP, MO",2024-09-10,7873910,641624109,708027,5371544,1735201,59138,390,171,0.6897076106084634,607152,5371217,1578,7084,597598,5355033,1376,3666,6600,5434,100484,156,0,0,1,0,1981,61568,0,32904,15918,9221,0.0899206716856453,0.6821970809392669,0.2203717177058913,0.0075105296691964,4.952658721428232e-05,2.172173153821773e-05,0.0771096509877833,0.6821555485116604,0.0002004021495997,0.0008996807259901,0.075896299563906,0.6801001945553178,0.0001747491233972,0.0004655627030229,0.0008382001508802,0.0006901105273295,0.0127613674664258,1.9810696068205257e-05,0.0,0.0,1.266442219333608e-07,0.0,0.000251593375091,0.0078190256481066,0.0,0.0041787069995221,0.0020215847155363,0.001171054494287
SAMN52959013,"Columbia WWTP, MO",2024-09-17,7903478,774029471,459175,6661170,768782,14351,176,63,0.844632463750734,433995,6660957,601,2448,429898,6653795,869,2326,2627,2388,25004,149,0,0,0,1,628,15318,0,7928,3679,2604,0.0580972239966866,0.8428166990659873,0.0972703122525793,0.0018157646847465,2.226592718111347e-05,7.970446490850104e-06,0.054911329158211,0.8427897529751516,7.603801167117328e-05,0.0003097278932758,0.0543929985150202,0.8418836114479167,0.0001099493804671,0.000294288832705,0.0003323432510524,0.0003021248012539,0.0031636289112944,1.884960489774758e-05,0.0,0.0,0.0,1.260394473220651e-07,7.945805385486005e-05,0.0019381125309436,0.0,0.0010030770767361,0.0004654978632733,0.0003294705166477
SAMN52959014,"Columbia WWTP, MO",2024-09-24,7890170,840182725,599753,5530433,1666016,93968,333,110,0.7128392449941232,516444,5529615,2138,11239,504301,5493582,3653,13354,6352,11440,82975,708,0,0,1,0,1404,46481,0,28055,7785,4567,0.0760119806191871,0.7009297747695158,0.2111487743866896,0.0119094702246074,4.220912258185335e-05,1.3941253532262988e-05,0.0654536369190215,0.7008260991655801,0.0002709671508305,0.0014244028867234,0.0639147097030344,0.6962593756971501,0.0004629837966202,0.0016924532011715,0.0008049762685363,0.0014498673805349,0.0105160082399206,8.973435040343053e-05,0.0,0.0,1.2633766317772577e-07,0.0,0.00017794243078,0.005890887769458,0.0,0.003555621655867,0.0009866616441951,0.0005788017520089
SAMN52959015,"Columbia WWTP, MO",2024-10-01,7788707,424888461,1138758,3924149,2660323,65477,912,307,0.5122395460002286,1056412,3923264,5251,10188,1027550,3895675,5674,3679,17937,13722,81434,578,0,0,0,0,1630,44423,0,30783,7397,3310,0.1462048630489778,0.5038327676378405,0.3415555909507937,0.008406778362388,0.0001170852630184,3.941987565693855e-05,0.1356329829430299,0.5037191479714938,0.0006741254567106,0.0013080362321858,0.1319275006785636,0.5001770469981646,0.0007284765406788,0.0004723351793616,0.0023028802670767,0.0017617295617816,0.0104547948429294,7.419979068978663e-05,0.0,0.0,0.0,0.0,0.000209274620956,0.0057031763116962,0.0,0.0039520012626837,0.0009496399313602,0.0004249629652036
SAMN52959016,"Columbia WWTP, MO",2024-10-08,7794965,461738598,1875846,4235259,1667619,16241,692,151,0.5454230537766064,1848738,4234969,1846,2038,1839588,4228147,2817,2570,4487,2214,26415,139,0,0,1,0,420,13796,0,9915,2211,912,0.240645147288342,0.5433394801573622,0.2139317989350515,0.0020835736192442,8.879439013167236e-05,1.9375309623366415e-05,0.2371677198191737,0.5433022759806239,0.0002367934255279,0.0002614540397392,0.2359939602594589,0.5424270905295833,0.0003613792211405,0.0003297073928176,0.0005755869130462,0.0002840240184836,0.0033885045759129,1.7828867115074008e-05,0.0,0.0,1.2850312365392978e-07,0.0,5.386963793306612e-05,0.0017697050118116,0.0,0.0012718602410955,0.0002836282535906,0.0001169828717093
SAMN52959017,"Columbia WWTP, MO",2024-10-15,7904517,1313290389,536021,5511521,1775839,81136,471,281,0.7075265870853379,474687,5510677,1748,7415,459428,5488007,3231,8502,10280,6753,60861,563,0,0,2,0,1406,34438,0,25225,4492,2203,0.0678120444312407,0.6972620536112976,0.2246613684834214,0.0102645334740403,5.958922192908152e-05,3.555044094215659e-05,0.060052765825946,0.697155290274637,0.0002211438464141,0.0009380733361568,0.0581223439121246,0.694287294851252,0.0004087573504545,0.0010756045435792,0.0013005207169526,0.0008543175436491,0.0076994365631213,7.121289571830554e-05,0.0,0.0,2.528202442098205e-07,0.0,0.0001778636372664,0.0043567159323018,0.0,0.0031911989093357,0.0005682812526338,0.0002786900326843
SAMN52959018,"Columbia WWTP, MO",2024-10-22,7895720,1192898569,663835,4943934,2193940,94011,897,297,0.6380602420334563,578485,4942991,8966,16470,541931,4899444,3260,12595,24328,14482,84453,646,0,0,0,0,1779,45042,1,34355,5676,1917,0.0840752817567053,0.6261536119506406,0.2778644762098383,0.0119066300828159,0.00011360075474,3.761422428477116e-05,0.0732657909494652,0.6260341878611513,0.0011355688435626,0.0020859760280734,0.0686362237901482,0.6205188607488148,0.000412870462752,0.0015951903568726,0.0030811278530023,0.0018341607273903,0.0106958900525,8.180986520441724e-05,0.0,0.0,0.0,0.0,0.0002253102765464,0.0057044787979568,1.265113040380384e-07,0.0043509867014849,0.0007188676682982,0.0002427726795295
SAMN52959019,"Columbia WWTP, MO",2024-10-29,3975403,932781922,377790,2264018,1274916,58679,198,92,0.5842671614632629,329484,2263814,1481,5485,320812,2241379,2498,10301,4693,6649,48105,112,0,0,3,0,1415,26420,0,20452,2419,1308,0.0950318657945896,0.5695066473490698,0.3207009727421475,0.0147605141141931,4.980685550739928e-05,2.3141720000721852e-05,0.0828806540321832,0.5694553312428012,0.0003725390202775,0.0013797264644478,0.0806992517054284,0.5638118769603682,0.000628358538509,0.0025911858753675,0.0011805047679681,0.0016725419426175,0.0121006502612035,2.8174386267725736e-05,0.0,0.0,7.54645695383369e-07,0.0,0.0003559402134891,0.0066458643125508,0.0,0.0051446385386066,0.0006084907656217,0.0003290212279898
SAMN52959020,"Columbia WWTP, MO",2024-11-05,3977718,1093956850,136583,3472341,302309,66485,54,103,0.8896625249354757,121254,3472163,518,15940,118649,3432919,686,3755,1401,19549,15275,75,0,0,0,0,304,8257,0,6508,394,304,0.0343369763448216,0.872948106534079,0.0760004987197026,0.0167144184013968,1.3575010488014011e-05,2.5893858291318068e-05,0.0304832816942654,0.8729033582109588,0.0001302292861308,0.0040073227405607,0.0298283744432266,0.8630374295996627,0.0001724618234468,0.0009440200997888,0.000352216141461,0.0049145857709464,0.0038401196400681,1.885446482877651e-05,0.0,0.0,0.0,0.0,7.642374707204185e-05,0.0020758126825698,0.0,0.0016361112701607,9.905606505110194e-05,7.642624461092325e-05
SAMN52959021,"Columbia WWTP, MO",2024-11-12,7944152,684176972,260214,7332360,280361,71217,71,25,0.9319530401866334,253050,7332249,253,7207,251660,7313178,305,3557,832,8307,7093,86,0,0,0,0,176,3613,0,3073,117,139,0.0327554408336996,0.9229883292543134,0.035291518979667,0.0089647109323198,8.937402245300415e-06,3.1468860811903572e-06,0.0318536463378526,0.922974356910618,3.184735247004753e-05,0.0009072098541682,0.0316786752623567,0.9205737244372092,3.839352977789284e-05,0.0004477470628514,0.0001047301932479,0.001045675556389,0.0008928570936017,1.0825457614309258e-05,0.0,0.0,0.0,0.0,2.2154321333415603e-05,0.0004547986250362,0.0,0.0003868250812341,1.4727374268470328e-05,1.749691330082739e-05
SAMN52959022,"Columbia WWTP, MO",2024-11-19,7941412,712044859,297866,7319521,303988,20037,103,54,0.9242131738680764,283589,7319297,687,3111,281110,7311710,558,945,1234,3531,14174,170,0,0,0,0,293,6940,0,5714,202,452,0.0375079952661543,0.9216900720808416,0.0382788308657692,0.0025231017872347,1.296958104641628e-05,6.800128862170396e-06,0.0357102137732115,0.9216618658171049,8.650882535529568e-05,0.0003917450713213,0.0353980523217155,0.9207064968464328,7.026473256451596e-05,0.0001189973694478,0.0001553878935762,0.0004446265299026,0.0017848119118963,2.1406134874629895e-05,0.0,0.0,0.0,0.0,3.6895294651033185e-05,0.0008738942493683,0.0,0.0007195130727176,2.543609701622554e-05,5.6917676025011135e-05
SAMN52959023,"Columbia WWTP, MO",2024-11-26,7944340,895708432,645429,4423450,2755968,119493,582,425,0.5718465399615837,538955,4422709,2190,13375,520552,4381775,3744,13593,12469,13966,105892,315,0,0,0,1,2392,46106,0,36855,1092,4267,0.0812438668354502,0.556805248855399,0.3469095932029661,0.0150412911061846,7.32607194808674e-05,5.3495376937323384e-05,0.067841401456566,0.5567119738308762,0.0002756686706516,0.0016835974798563,0.06552490023875,0.5515593427730761,0.0004712781577397,0.0017110470930558,0.0015695543894245,0.001757986484888,0.0133292046594033,3.965376159980811e-05,0.0,0.0,0.0,1.2588598556641648e-07,0.0003010913598069,0.0058035991047468,0.0,0.0046391212750163,0.000137458678539,0.0005371095097416
SAMN52959024,"Columbia WWTP, MO",2024-12-03,7945067,670482539,485120,5973404,1301904,184639,284,91,0.7750774981587675,432941,5973085,1339,16137,425323,5923303,1247,8762,5032,24883,51895,228,0,0,0,0,1140,23045,0,18971,555,1655,0.061059307595146,0.7518380657232198,0.1638631942460864,0.0232394324355476,3.574516242912533e-05,1.145408031936906e-05,0.0544918675216499,0.7517979137227015,0.0001685286163724,0.0020310793720646,0.053533042635009,0.7455321423748268,0.0001569535343822,0.001102816061577,0.000633342735886,0.003131875914233,0.006531694911067,2.8697920198984468e-05,0.0,0.0,0.0,0.0,0.0001434874672072,0.002900526974965,0.0,0.0023877537434608,6.985377334701877e-05,0.0002083041835788
SAMN52959025,"Columbia WWTP, MO",2024-12-10,7939738,744651887,653432,4927055,2240032,119219,399,111,0.6355722186832518,547994,4926543,2978,13897,528272,4883285,2308,15530,14436,13831,105039,401,0,0,0,0,1940,47934,0,41223,944,2509,0.0822990313430726,0.6205567569178766,0.2821287499736755,0.0150154617653752,5.0253884061584174e-05,1.3979769997409684e-05,0.0690192722260935,0.6204922728069238,0.0003750733149781,0.0017502996786123,0.0665353231927067,0.6150440026094651,0.0002906889112358,0.0019559767750412,0.0018181868071727,0.001741993743805,0.0132295052329175,5.0504340955386343e-05,0.0,0.0,0.0,0.0,0.0002443429928212,0.0060372250754704,0.0,0.0051919829091361,0.0001188960821524,0.0003160019056265
SAMN52959026,"Columbia WWTP, MO",2024-12-17,13895239,981611031,551595,11463299,1645188,235157,170,68,0.8419036519117474,490975,11462537,1618,35365,479184,11396027,3354,17845,6819,13300,60449,692,0,0,1,2,1448,23754,0,19867,301,1158,0.0396967399259623,0.8249800817598832,0.1183996081622901,0.0169235701518642,1.2232682993134489e-05,4.8939158737057395e-06,0.0353341075023408,0.8249252423958039,0.0001164443595496,0.0025451326061063,0.0344855354547198,0.8201387112364099,0.0002413793909819,0.0012842401823881,0.0004907482970893,0.0009571583708997,0.0043503277645348,4.98016463509484e-05,0.0,0.0,7.19760935723765e-08,1.438018545043052e-07,0.0001042095868282,0.0017095049976302,0.0,0.0014297692428986,2.166333773992451e-05,8.333459649837334e-05
SAMN52959027,"Columbia WWTP, MO",2024-12-24,13907110,1331016203,981877,7879284,4412251,633698,590,312,0.6121316379379451,836234,7878303,3360,75137,807521,7655162,7553,89182,17800,58822,145052,669,0,0,1,0,3790,74439,0,65174,1046,2307,0.0706025622341446,0.566565094948823,0.3172657998279102,0.0455665429891221,4.2423701350584593e-05,2.2436371784827615e-05,0.0601300022645214,0.5664945555149346,0.0002416037840927,0.0054027515589326,0.0580653879642834,0.5504494696453369,0.0005431018931314,0.0064126899068498,0.0012799086230138,0.0042296444038152,0.0104300643472579,4.810306210359557e-05,0.0,0.0,7.192101461564477e-08,0.0,0.000272519071283,0.0053525804385828,0.0,0.0046863817323002,7.52120657772143e-05,0.0001658842620857
SAMN52959028,"Columbia WWTP, MO",2024-12-31,13919198,1513347016,589373,12054157,1072177,203491,211,95,0.8806289445539781,548574,12053839,1416,13552,535039,12008094,2167,19082,9952,13111,40588,223,0,0,0,0,1093,24129,0,21201,330,663,0.0423425103070911,0.8660094599226683,0.0770285451389308,0.0146194846313094,1.5159395634386983e-05,6.824774675178846e-06,0.0394114077735035,0.8659866150371371,0.0001017287910326,0.0009736202491707,0.0384390118641809,0.8627001396613229,0.0001556846438868,0.0013709184447613,0.000714982474403,0.0009419366818819,0.0029159431379532,1.602011085621054e-05,0.0,0.0,0.0,0.0,7.852417826185368e-05,0.0017334891263725,0.0,0.001523131698263,2.3707603408895223e-05,4.763382310047254e-05
