sra_accession,site_name,date,total_read_pairs,total_virus_hits,dedup_virus_hits,dup_virus_hits,dup_rate,ra,ra_dedup,below_species_counts,species_counts,genus_counts,family_counts,order_counts,class_counts,phylum_counts,kingdom_counts,domain_counts,realm_counts,unresolved_counts
SAMN53111724,"Milan WWTF, MO",2025-05-22,888771563,95237,19667.0,75570.0,0.7934941251824396,0.000107155768664,2.2128295749714485e-05,21158,63790,9068,861,0,0,0,0,0,0,360
SAMN53111725,"Milan WWTF, MO",2025-06-12,1104315201,237229,22753.0,214476.0,0.9040884546155824,0.0002148200077162,2.0603718919558727e-05,71705,149367,5475,10585,0,0,0,0,0,0,97
SAMN53111726,"Milan WWTF, MO",2025-06-17,1411766450,2845153,112637.0,2732516.0,0.9604109163900852,0.0020153142185805,7.978444309963592e-05,2648266,161153,31717,2939,0,0,0,0,0,0,1078
SAMN53111727,"Milan WWTF, MO",2025-06-26,1318985138,48660,4676.0,43984.0,0.9039046444718456,3.689200021903507e-05,3.54514987719293e-06,15026,30950,2384,184,0,0,0,0,0,0,116
SAMN53111728,"Milan WWTF, MO",2025-07-09,905016728,34757,8304.0,26453.0,0.7610840981672756,3.840481498812694e-05,9.175521007607275e-06,8990,10592,13675,287,0,0,0,0,0,0,1213
SAMN53111729,"Milan WWTF, MO",2025-07-24,821354802,26993,3268.0,23725.0,0.8789315748527396,3.286399487075745e-05,3.978792103050248e-06,9510,14034,3390,27,0,0,0,0,0,0,32
SAMN53111730,"Milan WWTF, MO",2025-07-29,920610909,11599,460.0,11139.0,0.9603414087421328,1.2599242401547517e-05,4.996682045617602e-07,7067,4206,326,0,0,0,0,0,0,0,0
SAMN53111731,"Milan WWTF, MO",2025-08-13,867471613,128377,19167.0,109210.0,0.8506975548579574,0.0001479898570467,2.209524751330393e-05,85022,37434,5427,85,0,0,0,0,0,0,409
SAMN53111732,"Milan WWTF, MO",2025-08-27,968639679,24230,655.0,23575.0,0.9729673957903424,2.5014461543651057e-05,6.762060384272159e-07,10024,10816,3245,0,0,0,0,0,0,0,145
SAMN53111733,"Milan WWTF, MO",2025-09-10,761779555,84790,24435.0,60355.0,0.711817431300861,0.0001113051662301,3.2076208713687517e-05,37845,40482,6057,127,0,0,0,0,0,0,279
SAMN53111734,"Milan WWTF, MO",2025-09-17,1440748981,51856,5700.0,46156.0,0.8900802221536562,3.599239054398471e-05,3.956275572753641e-06,26103,23025,2433,264,0,0,0,0,0,0,31
SAMN53111735,"Milan WWTF, MO",2025-09-24,878022219,23785,4953.0,18832.0,0.7917595122976666,2.7089291689097905e-05,5.641087312848514e-06,8139,11469,3977,119,0,0,0,0,0,0,81
SAMN53111736,"Milan WWTF, MO",2025-10-08,920077896,44295,13442.0,30853.0,0.6965345975843775,4.8142662912097605e-05,1.4609632573979368e-05,14785,24564,4615,67,0,0,0,0,0,0,264
SAMN54703766,"Milan WWTF, MO",2025-10-22,1200061235,152438,36455.0,115983.0,0.7608535929361445,0.0001270251846773,3.0377616522210217e-05,124077,24560,2872,892,0,0,0,0,0,0,37
SAMN54703767,"Milan WWTF, MO",2025-10-29,1007139321,24141,9269.0,14872.0,0.6160473882606354,2.3969871393791007e-05,9.20329472470274e-06,14784,6067,3189,101,0,0,0,0,0,0,0
SAMN54703768,"Milan WWTF, MO",2025-11-05,1255541804,69418,29774.0,39644.0,0.5710910714800196,5.5289278125859995e-05,2.37140650396058e-05,29440,19178,18859,609,0,0,1,0,0,0,1331
SAMN54703769,"Milan WWTF, MO",2025-11-12,1158911246,80960,18471.0,62489.0,0.7718502964426878,6.985867147241403e-05,1.593823518733893e-05,44989,19557,15043,656,0,0,0,0,0,0,715
SAMN54703770,"Milan WWTF, MO",2025-11-19,838380707,119638,42753.0,76885.0,0.6426469850716328,0.0001427012799806,5.099473263522988e-05,57544,41289,18436,895,0,0,0,0,0,0,1474
SAMN54703771,"Milan WWTF, MO",2025-11-25,605590391,25581,8482.0,17099.0,0.6684257847621281,4.2241423213070767e-05,1.4006166752404764e-05,10833,12984,1560,110,0,0,0,0,0,0,94
SAMN54703772,"Milan WWTF, MO",2025-12-10,799019582,35814,16724.0,19090.0,0.5330317752834087,4.4822430897569665e-05,2.0930650983720195e-05,6905,5686,20786,490,0,0,0,0,0,0,1947
SAMN55951729,"Milan WWTF, MO",2025-12-17,921037966,128351,83447.0,44904.0,0.3498531371006069,0.0001393547331793,9.06010426067496e-05,108006,12660,6691,547,0,0,0,0,0,0,447
SAMN53071625,"Monett WWTP, MO",2025-06-10,1275686392,363936,37940.0,325996.0,0.8957509012573639,0.0002852864170083,2.974085185663719e-05,310813,33457,14501,5017,0,0,0,0,0,0,148
SAMN53071626,"Monett WWTP, MO",2025-06-16,1609453181,197436,13651.0,183785.0,0.930858607346178,0.0001226727203566,8.481762726094484e-06,168527,17886,8171,2692,0,0,0,0,0,0,160
SAMN53071627,"Monett WWTP, MO",2025-06-23,2243080708,98844,11017.0,87827.0,0.888541540204767,4.406618078764199e-05,4.911548639648859e-06,71923,14166,12661,94,0,0,0,0,0,0,0
SAMN53071628,"Monett WWTP, MO",2025-06-30,1074213907,122485,2481.0,120004.0,0.979744458505123,0.00011402291406,2.3095958671106647e-06,99442,16409,4185,2449,0,0,0,0,0,0,0
SAMN53071629,"Monett WWTP, MO",2025-07-07,1052396760,110097,28646.0,81451.0,0.7398112573457951,0.0001046154874137,2.7219772132327736e-05,90891,7944,11104,146,0,0,0,0,0,0,12
SAMN53071630,"Monett WWTP, MO",2025-07-14,935920660,171946,23060.0,148886.0,0.8658881276679888,0.0001837185643492,2.463884064702664e-05,140462,22095,8899,490,0,0,0,0,0,0,0
SAMN53071631,"Monett WWTP, MO",2025-07-21,932392260,152939,32276.0,120663.0,0.788961612146019,0.0001640286031546,3.461633197169612e-05,79792,63124,9905,101,0,0,0,0,0,0,17
SAMN53071632,"Monett WWTP, MO",2025-07-28,942375578,37465,5105.0,32360.0,0.8637394901908448,3.975591141645651e-05,5.4171607575339774e-06,28502,6668,2128,167,0,0,0,0,0,0,0
SAMN53071633,"Monett WWTP, MO",2025-08-04,839413463,52144,20709.0,31435.0,0.6028498005523166,6.211956598079961e-05,2.4670798018878093e-05,47109,4029,850,153,0,0,0,0,0,0,3
SAMN53071634,"Monett WWTP, MO",2025-08-11,935239197,11665,3443.0,8222.0,0.7048435490784398,1.247274498055496e-05,3.6814111417103063e-06,9317,1427,810,106,0,0,0,0,0,0,5
SAMN53071635,"Monett WWTP, MO",2025-08-18,885211945,90902,29818.0,61084.0,0.6719764141603045,0.0001026895316013,3.368458838408467e-05,69639,19568,1627,64,0,0,0,0,0,0,4
SAMN53071636,"Monett WWTP, MO",2025-08-25,875878990,19499,6803.0,12696.0,0.6511103133494025,2.2262207705199097e-05,7.767054670417428e-06,15156,2926,1285,128,0,0,0,0,0,0,4
SAMN53071637,"Monett WWTP, MO",2025-09-02,993971519,231509,,,,0.0002329131122719,,192956,17015,17477,2988,0,0,0,0,0,0,1073
SAMN53071638,"Monett WWTP, MO",2025-09-08,1079685897,112104,,,,0.0001038301975708,,106197,4605,1008,263,0,0,1,0,0,0,30
SAMN53071639,"Monett WWTP, MO",2025-09-15,1029775823,56983,28355.0,28628.0,0.5023954512749417,5.5335344574311295e-05,2.7535119165445777e-05,52683,3311,779,178,0,0,0,0,0,0,32
SAMN53071640,"Monett WWTP, MO",2025-09-22,1297564510,120317,55331.0,64986.0,0.5401231746137287,9.27252549470546e-05,4.2642195878184125e-05,112083,6647,1235,310,0,0,0,0,0,0,42
SAMN53071641,"Monett WWTP, MO",2025-09-29,1081038784,123880,34670.0,89210.0,0.7201323861801744,0.0001145934834471,3.207100477164749e-05,121323,1580,587,366,0,0,0,0,0,0,24
SAMN53071642,"Monett WWTP, MO",2025-10-06,1269658072,100178,40082.0,60096.0,0.5998921918984208,7.89015579936391e-05,3.156912942463457e-05,95147,3363,1380,255,0,0,0,0,0,0,33
SAMN53071643,"Monett WWTP, MO",2025-10-13,1334404693,337215,69895.0,267320.0,0.7927286745844639,0.0002527081939751,5.2379162308596584e-05,319157,10709,6784,539,0,0,0,0,0,0,26
SAMN54703773,"Monett WWTP, MO",2025-10-20,1156943296,3895,2243.0,1652.0,0.4241335044929397,3.3666299925558324e-06,1.938729415482088e-06,2509,1264,88,33,0,0,0,0,0,0,1
SAMN54703774,"Monett WWTP, MO",2025-10-27,1318732602,72344,30421.0,41923.0,0.5794951896494526,5.48587332187606e-05,2.30683612082262e-05,59134,10724,2198,276,0,0,0,0,0,0,12
SAMN54703775,"Monett WWTP, MO",2025-11-03,1277333424,208641,67931.0,140710.0,0.6744120283165821,0.0001633410635624,5.318188557790374e-05,158119,41995,5493,2862,0,0,0,0,0,0,172
SAMN54703776,"Monett WWTP, MO",2025-11-10,1176687757,43359,25125.0,18234.0,0.4205355289559261,3.6848348036309174e-05,2.1352308503707835e-05,33668,8109,1022,554,0,0,0,0,0,0,6
SAMN54703777,"Monett WWTP, MO",2025-11-17,1154747731,65271,29893.0,35378.0,0.5420171285869682,5.652403399266779e-05,2.5887039391809813e-05,57698,6693,671,188,0,0,0,0,0,0,21
SAMN54703778,"Monett WWTP, MO",2025-11-24,898880430,23173,16818.0,6355.0,0.2742415742458896,2.577984704817747e-05,1.8709941209867033e-05,19772,3188,164,43,0,0,0,0,0,0,6
SAMN54703779,"Monett WWTP, MO",2025-12-01,663216403,11947,8661.0,3286.0,0.2750481292374654,1.8013728167697324e-05,1.305908593457994e-05,9956,1634,320,36,0,0,0,0,0,0,1
SAMN54703780,"Monett WWTP, MO",2025-12-08,890950012,41368,26309.0,15059.0,0.3640253335911816,4.643133671117791e-05,2.9529153875806897e-05,35676,2701,2824,155,0,0,0,0,0,0,12
SAMN55039085,"Monett WWTP, MO",2025-12-22,1143347574,157186,73985.0,83201.0,0.5293155879022304,0.0001374787541203,6.470910655905236e-05,142282,13488,1316,86,0,0,0,0,0,0,14
SAMN55039086,"Monett WWTP, MO",2025-12-29,916146555,177263,93163.0,84100.0,0.474436289581018,0.0001934876019918,0.0001016900620228,133937,40969,1721,628,0,0,0,0,0,0,8
SAMN54949035,"Kansas City Blue River WWTP, MO",2025-08-12,860351919,221260,63076.0,158184.0,0.7149236192714453,0.000257173832142,7.331418528514958e-05,123994,95779,1115,366,0,0,0,0,0,0,6
SAMN54949036,"Kansas City Blue River WWTP, MO",2025-08-19,897543464,90213,37618.0,52595.0,0.5830091006839369,0.0001005110099046,4.19121764113253e-05,70180,18378,1546,97,0,0,0,0,0,0,12
SAMN54949037,"Kansas City Blue River WWTP, MO",2025-08-26,858942466,64189,5464.0,58725.0,0.91487638068828,7.473026720744298e-05,6.361310816829494e-06,47094,15086,1860,149,0,0,0,0,0,0,0
SAMN54949038,"Kansas City Blue River WWTP, MO",2025-09-02,953817576,149955,,,,0.0001572155973775,,131134,17106,1576,122,0,0,0,0,0,0,17
SAMN54949039,"Kansas City Blue River WWTP, MO",2025-09-09,990139600,144075,,,,0.0001455097846808,,118728,23582,1570,177,0,0,0,0,0,0,18
SAMN54949040,"Kansas City Blue River WWTP, MO",2025-09-16,1195599753,175859,65200.0,110659.0,0.6292484319824405,0.0001470885215212,5.453329999140607e-05,149482,22081,4038,247,0,0,0,0,0,0,11
SAMN54949041,"Kansas City Blue River WWTP, MO",2025-09-23,993480488,173923,67343.0,106580.0,0.61279991720474,0.0001750643340264,6.778492462954139e-05,152552,19644,1371,338,0,0,0,0,0,0,18
SAMN54949042,"Kansas City Blue River WWTP, MO",2025-09-30,1182369840,14583,9067.0,5516.0,0.3782486456833299,1.233370431708576e-05,7.668497362889433e-06,11857,2550,131,45,0,0,0,0,0,0,0
SAMN54949043,"Kansas City Blue River WWTP, MO",2025-10-07,1090444649,178092,78888.0,99204.0,0.5570379354490937,0.0001633205318246,7.234479996058929e-05,162282,12852,2723,218,0,0,0,0,0,0,17
SAMN54949044,"Kansas City Blue River WWTP, MO",2025-10-14,999990321,194731,69791.0,124940.0,0.64160303187474,0.0001947328848195,6.979167551362729e-05,173541,16763,4204,210,0,0,0,0,0,0,13
SAMN54949045,"Kansas City Blue River WWTP, MO",2025-10-21,1170190348,169679,72435.0,97244.0,0.5731056877987258,0.0001450011959934,6.19001858319891e-05,140847,23085,5348,380,0,0,0,0,0,0,19
SAMN54949046,"Kansas City Blue River WWTP, MO",2025-10-28,974368908,255550,102580.0,152970.0,0.5985912737233419,0.0002622723261198,0.0001052784003653,227341,24561,3369,264,0,0,0,0,0,0,15
SAMN54949047,"Kansas City Blue River WWTP, MO",2025-11-04,1358557712,191524,86543.0,104981.0,0.5481349595873102,0.0001409759764405,6.37021152915144e-05,169090,19714,2418,286,0,0,0,0,0,0,16
SAMN54949048,"Kansas City Blue River WWTP, MO",2025-11-12,1020188777,133117,72005.0,61112.0,0.4590848651937769,0.0001304827135929,7.058007461299488e-05,120180,11231,1385,307,0,0,0,0,0,0,14
SAMN54949049,"Kansas City Blue River WWTP, MO",2025-11-18,920873351,106792,59157.0,47635.0,0.4460540115364447,0.0001159681729132,6.424010417475965e-05,97184,8054,1465,83,0,0,0,0,0,0,6
SAMN54949050,"Kansas City Blue River WWTP, MO",2025-11-25,890553381,85434,39365.0,46069.0,0.5392349650022239,9.593360917238492e-05,4.4202852787776906e-05,79638,5055,672,67,0,0,0,0,0,0,2
SAMN54949051,"Kansas City Blue River WWTP, MO",2025-12-02,608676705,138857,67350.0,71507.0,0.5149686367990091,0.0002281293153809,0.0001106498728253,131550,6211,1078,10,0,0,0,0,0,0,8
SAMN54949052,"Kansas City Blue River WWTP, MO",2025-12-09,894294225,276658,138338.0,138320.0,0.4999674688604703,0.0003093590367308,0.0001546895821674,264390,10349,1812,94,0,0,0,1,0,0,12
SAMN55279273,"Kansas City Blue River WWTP, MO",2025-12-16,1129713216,549099,207927.0,341172.0,0.6213305797315238,0.0004860516741976,0.0001840529056889,527808,18261,2829,185,0,0,1,0,0,0,15
SAMN55279274,"Kansas City Blue River WWTP, MO",2025-12-23,1133075550,405589,216141.0,189448.0,0.4670935355741896,0.0003579540658167,0.0001907560356412,396851,7648,1041,35,0,0,0,0,0,0,14
SAMN55279275,"Kansas City Blue River WWTP, MO",2025-12-30,939852906,647611,255874.0,391737.0,0.6048955314224125,0.0006890556978285,0.0002722489853108,621003,23110,3285,185,0,0,0,0,0,0,28
SAMN54949053,"Kansas City Westside WWTP, MO",2025-10-01,870786264,92486,36822.0,55664.0,0.6018640659126787,0.0001062097598728,4.228592195615984e-05,79161,11775,1488,54,0,0,0,0,0,0,8
SAMN54949054,"Kansas City Westside WWTP, MO",2025-10-21,1388967051,217446,80847.0,136599.0,0.6281973455478601,0.0001565523097494,5.820656432547729e-05,194083,20368,2499,481,0,0,0,0,0,0,15
SAMN54949055,"Kansas City Westside WWTP, MO",2025-10-28,943057344,148727,56074.0,92653.0,0.6229736362597242,0.000157707270874,5.945979887305771e-05,131025,14829,2726,130,0,0,1,0,0,0,16
SAMN54949056,"Kansas City Westside WWTP, MO",2025-11-04,1118229716,279959,132486.0,147473.0,0.5267664193685504,0.0002503591131538,0.0001184783395614,252556,19555,7576,254,0,0,0,0,0,0,18
SAMN54949057,"Kansas City Westside WWTP, MO",2025-11-12,1068374443,154547,86735.0,67812.0,0.4387791416203485,0.000144656212073,8.118408350956782e-05,142836,8888,2797,24,0,0,0,0,0,0,2
SAMN54949058,"Kansas City Westside WWTP, MO",2025-11-17,1256339028,302612,135541.0,167071.0,0.5520964138897334,0.0002408681042741,0.0001078856876839,282783,14657,5094,74,0,0,0,0,0,0,4
SAMN54949059,"Kansas City Westside WWTP, MO",2025-11-24,1070910344,55481,32925.0,22556.0,0.4065535949243885,5.1807324778254265e-05,3.074487064623964e-05,49556,4895,999,31,0,0,0,0,0,0,0
SAMN54949060,"Kansas City Westside WWTP, MO",2025-12-02,673968917,43703,24389.0,19314.0,0.4419376244193762,6.484423672612783e-05,3.6187128790095224e-05,39737,3425,526,9,0,0,0,0,0,0,6
SAMN54949061,"Kansas City Westside WWTP, MO",2025-12-08,968653020,177775,78116.0,99659.0,0.5605906342286598,0.0001835280501164,8.06439441029152e-05,162612,13375,1693,80,0,0,0,0,0,0,15
SAMN55279279,"Kansas City Westside WWTP, MO",2025-12-15,1159662333,213243,86704.0,126539.0,0.5934028315114681,0.000183883699532,7.476659156092466e-05,198776,12600,1780,73,0,0,0,0,0,0,14
SAMN55279280,"Kansas City Westside WWTP, MO",2025-12-23,1076451937,417872,224695.0,193177.0,0.4622874947352299,0.0003881938297817,0.0002087366767402,403274,12862,1635,98,0,0,0,0,0,0,3
SAMN55279281,"Kansas City Westside WWTP, MO",2025-12-29,997590275,592566,273242.0,319324.0,0.5388834323940287,0.0005939973703131,0.0002739020285657,573892,16064,2540,62,0,0,0,0,0,0,8
SAMN47830425,"Chicago (CHI-D3), IL",2024-09-08,595812113,8556,4722.0,3834.0,0.4481065918653576,1.4360231712845354e-05,7.925317221605396e-06,7415,1062,60,18,0,0,0,0,0,0,1
SAMN47830433,"Chicago (CHI-D3), IL",2024-09-22,367814933,4209,3046.0,1163.0,0.2763126633404609,1.1443254806623093e-05,8.281338593721533e-06,3189,932,70,18,0,0,0,0,0,0,0
SAMN47830437,"Chicago (CHI-D3), IL",2024-09-29,399887469,1518,1098.0,420.0,0.2766798418972332,3.796067938302913e-06,2.745772461302107e-06,1224,270,18,6,0,0,0,0,0,0,0
SAMN47830441,"Chicago (CHI-D3), IL",2024-10-06,542093445,8808,5909.0,2899.0,0.3291326067211625,1.624812120722102e-05,1.090033471996696e-05,6953,1740,93,22,0,0,0,0,0,0,0
SAMN47830446,"Chicago (CHI-D3), IL",2024-10-13,1379367914,5155,1246.0,3909.0,0.7582929194956353,3.737219017260685e-06,9.033122978674708e-07,4672,449,16,18,0,0,0,0,0,0,0
SAMN47830452,"Chicago (CHI-D3), IL",2024-10-21,1248830014,27586,9834.0,17752.0,0.6435148263611977,2.208947550166743e-05,7.874570509801986e-06,22594,4595,273,124,0,0,0,0,0,0,0
SAMN54569784,"Ontario, CA",2025-08-25,1147021175,35131,4866.0,30265.0,0.8614898522672284,3.062803090797343e-05,4.242293085827296e-06,27974,6938,161,58,0,0,0,0,0,0,0
SAMN54569785,"Ontario, CA",2025-08-27,1169670048,41472,8173.0,33299.0,0.8029272762345679,3.545615284490896e-05,6.987440615389683e-06,27672,13552,127,121,0,0,0,0,0,0,0
SAMN54569786,"Ontario, CA",2025-09-01,894018051,46495,,,,5.2006779894425194e-05,,36829,9131,336,186,4,0,0,0,0,0,9
SAMN54569787,"Ontario, CA",2025-09-03,923048522,32392,,,,3.5092413050849345e-05,,27234,5017,114,24,0,2,0,0,0,0,1
SAMN54569788,"Ontario, CA",2025-09-08,1178072332,61990,,,,5.261985899860688e-05,,49110,12482,248,144,0,0,0,0,0,0,6
SAMN54569789,"Ontario, CA",2025-09-10,746996537,54997,25529.0,29468.0,0.5358110442387767,7.362416996050946e-05,3.417552657275572e-05,47424,7176,372,25,0,0,0,0,0,0,0
SAMN54569790,"Ontario, CA",2025-09-15,1064435671,85225,45716.0,39509.0,0.4635846289234379,8.006590000871927e-05,4.294857946375606e-05,72975,11631,500,116,0,0,0,0,0,0,3
SAMN54569791,"Ontario, CA",2025-09-17,1368447703,100942,51295.0,49647.0,0.4918368964355769,7.37638711210581e-05,3.748407767980301e-05,90121,9939,799,79,0,0,0,0,0,0,4
SAMN54569792,"Ontario, CA",2025-09-22,937253120,52133,23870.0,28263.0,0.5421326223313448,5.5623181067671455e-05,2.546804005304351e-05,35952,15428,399,351,0,0,0,0,0,0,3
SAMN54569793,"Ontario, CA",2025-09-24,1066796475,84270,29571.0,54699.0,0.6490922036311855,7.899351185988874e-05,2.7719439174187373e-05,67230,16440,545,55,0,0,0,0,0,0,0
SAMN54569794,"Ontario, CA",2025-09-29,911891491,31657,11815.0,19842.0,0.6267808067725937,3.4715753258410435e-05,1.2956585423385642e-05,25837,5624,176,18,0,0,0,0,0,0,2
SAMN54569795,"Ontario, CA",2025-10-01,1215841676,33081,4157.0,28924.0,0.8743387442943079,2.7208312277000775e-05,3.419030686360516e-06,29490,2419,1142,30,0,0,0,0,0,0,0
SAMN54569796,"Ontario, CA",2025-10-06,1629468924,76854,13253.0,63601.0,0.8275561454185859,4.716506026475163e-05,8.133324793618463e-06,56030,19726,861,192,0,0,0,0,0,0,45
SAMN54569797,"Ontario, CA",2025-10-08,1028949189,20824,8304.0,12520.0,0.6012293507491356,2.023812275923763e-05,8.070369352319883e-06,16656,4007,104,56,0,0,0,0,0,0,1
SAMN54569798,"Ontario, CA",2025-10-13,1304828580,1120186,103583.0,1016603.0,0.9075305351075624,0.0008584928450908,7.938437399953334e-05,907059,198619,14151,349,0,0,2,0,0,0,6
SAMN54569799,"Ontario, CA",2025-10-19,948205519,65066,28497.0,36569.0,0.5620293240709433,6.862014478529944e-05,3.005361119396733e-05,51743,12684,536,99,2,0,0,0,0,0,2
SAMN54569800,"Ontario, CA",2025-10-20,1281675981,68100,25338.0,42762.0,0.6279295154185022,5.313355404137826e-05,1.976942719971281e-05,57623,9841,582,47,0,0,0,0,0,0,7
SAMN54569801,"Ontario, CA",2025-10-23,1494069135,297431,106615.0,190816.0,0.6415471151292232,0.0001990744558149,7.135881299093967e-05,254995,39317,2360,735,0,0,0,0,0,0,24
SAMN54569802,"Ontario, CA",2025-10-27,849759101,106571,51009.0,55562.0,0.5213613459571553,0.0001254131904849,6.002760069291685e-05,67970,35918,1031,1652,0,0,0,0,0,0,0
SAMN54569803,"Ontario, CA",2025-10-29,875100564,174575,49555.0,125020.0,0.7161391951883145,0.0001994913581154,5.6627777467641995e-05,165829,6663,2023,51,0,0,1,0,0,0,8
SAMN54569804,"Ontario, CA",2025-11-03,1235089421,121219,46594.0,74625.0,0.6156213134904595,9.814593011561389e-05,3.7725203704096826e-05,105097,13355,2364,393,0,0,0,0,0,0,10
SAMN54569805,"Ontario, CA",2025-11-05,1208387128,45720,14989.0,30731.0,0.672156605424322,3.7835556950752295e-05,1.240413742639602e-05,38151,6385,1108,60,0,0,0,0,0,0,16
SAMN54569806,"Ontario, CA",2025-11-11,884367955,109975,53617.0,56358.0,0.5124619231643556,0.0001243543475068,6.062747942964533e-05,101349,6807,1653,158,0,0,0,0,0,0,8
SAMN54569807,"Ontario, CA",2025-11-18,791240758,73212,31217.0,41995.0,0.5736081516691253,9.252809496954656e-05,3.945322543659966e-05,68165,4150,870,25,0,0,0,0,0,0,2
SAMN54569808,"Ontario, CA",2025-12-01,612442379,346409,66186.0,280223.0,0.8089368347820063,0.0005656189249437,0.0001080689421069,335526,8333,2277,272,0,0,0,0,0,0,1
SAMN54569809,"Ontario, CA",2025-12-08,909754963,178605,74635.0,103970.0,0.5821225609585398,0.0001963220947001,8.203857416054569e-05,164774,13019,706,104,0,0,0,0,0,0,2
SAMN55297800,"Ontario, CA",2025-12-15,1032213811,105389,42918.0,62471.0,0.5927658484282041,0.0001020999708363,4.15785949990549e-05,89652,7808,7840,86,0,0,0,0,0,0,3
SAMN55297801,"Ontario, CA",2025-12-29,812542679,104113,53047.0,51066.0,0.4904862985410083,0.0001281323463871,6.528518608436074e-05,98562,5295,181,75,0,0,0,0,0,0,0
SAMN54680412,"Central Oklahoma (OK-A), OK",2025-08-18,815072895,168313,65354.0,102959.0,0.6117115136679876,0.0002065005486411,8.018178545858772e-05,156296,10730,1244,18,0,0,0,0,0,0,25
SAMN54680413,"Central Oklahoma (OK-A), OK",2025-08-26,1021340415,73424,12722.0,60702.0,0.8267324035737633,7.188984095963734e-05,1.245617995054078e-05,61700,10886,683,155,0,0,0,0,0,0,0
SAMN54680414,"Central Oklahoma (OK-A), OK",2025-09-01,912450858,99829,,,,0.000109407535896,,91485,7912,420,12,0,0,0,0,0,0,0
SAMN54680415,"Central Oklahoma (OK-A), OK",2025-09-09,984278685,61361,,,,6.234108381611454e-05,,52440,8328,573,11,0,0,2,0,0,0,7
SAMN54680416,"Central Oklahoma (OK-A), OK",2025-09-16,1297535792,90061,34050.0,56011.0,0.6219229189105162,6.940926065799039e-05,2.624205067015215e-05,74515,14192,1278,52,0,0,0,0,0,0,24
SAMN54680417,"Central Oklahoma (OK-A), OK",2025-09-23,1029292657,127203,49124.0,78079.0,0.6138141396036257,0.0001235829276881,4.772597925956058e-05,111601,13996,1534,58,0,0,0,0,0,0,14
SAMN54680418,"Central Oklahoma (OK-A), OK",2025-09-30,888525242,218302,69979.0,148323.0,0.6794394920797794,0.000245690262562,7.875859535794707e-05,188713,27268,2251,59,0,0,3,0,0,0,8
SAMN54680419,"Central Oklahoma (OK-A), OK",2025-10-07,1085900252,251587,68439.0,183148.0,0.7279708411006928,0.0002316851842852,6.302512581054268e-05,222876,26434,2211,66,0,0,0,0,0,0,0
SAMN54680420,"Central Oklahoma (OK-A), OK",2025-10-14,1163887272,228770,83445.0,145325.0,0.6352450059011234,0.000196556836305,7.169508766653134e-05,203868,22416,2283,194,0,0,0,0,0,0,9
SAMN54680421,"Central Oklahoma (OK-A), OK",2025-10-21,1174539305,325559,105406.0,220153.0,0.676230729299451,0.0002771801663972,8.974242032709157e-05,286051,33130,6228,149,0,0,1,0,0,0,0
SAMN54680422,"Central Oklahoma (OK-A), OK",2025-10-27,1000332455,396558,110027.0,286531.0,0.7225449997226131,0.0003964262061256,0.0001099904331305,361505,29663,5255,103,0,0,0,0,0,0,32
SAMN54680423,"Central Oklahoma (OK-A), OK",2025-11-04,1182424354,250403,101204.0,149199.0,0.5958355131527977,0.0002117708411137,8.559025332795201e-05,231559,17327,1348,169,0,0,0,0,0,0,0
SAMN54680424,"Central Oklahoma (OK-A), OK",2025-11-11,1228413109,334013,91288.0,242725.0,0.7266932724175407,0.0002719060856261,7.431376247223034e-05,313439,16582,3811,178,0,0,0,0,0,0,3
SAMN54680425,"Central Oklahoma (OK-A), OK",2025-11-18,995187501,255434,80093.0,175341.0,0.6864434648480625,0.0002566692203663,8.048031141821987e-05,242492,10820,1984,133,0,0,0,0,0,0,5
SAMN54680426,"Central Oklahoma (OK-A), OK",2025-11-28,689077602,317945,98667.0,219278.0,0.6896727421409363,0.0004614066675178,0.0001431870658886,303214,12983,1621,120,0,0,0,0,0,0,7
SAMN54680427,"Central Oklahoma (OK-A), OK",2025-12-02,683029972,411213,103400.0,307813.0,0.7485488056068267,0.0006020423947076,0.0001513842792245,399824,9174,2178,36,0,0,0,0,0,0,1
SAMN54680428,"Central Oklahoma (OK-A), OK",2025-12-09,727172865,187456,74423.0,113033.0,0.6029841669511778,0.0002577873969485,0.000102345678149,180477,6043,882,52,0,0,0,0,0,0,2
SAMN55279291,"Central Oklahoma (OK-A), OK",2025-12-16,914092852,738774,221466.0,517308.0,0.7002249673107066,0.0008082045476929,0.0002422795447042,723773,11662,3270,56,0,0,0,0,0,0,13
SAMN55279292,"Central Oklahoma (OK-A), OK",2025-12-23,1022646382,586067,188240.0,397827.0,0.6788080543692103,0.0005730886162759,0.0001840714476805,574385,9253,2388,24,0,0,0,7,0,0,10
SAMN55279293,"Central Oklahoma (OK-A), OK",2025-12-30,849720059,570519,196881.0,373638.0,0.6549089513232688,0.0006714199505557,0.0002317010148397,557290,11267,1868,86,0,0,0,0,0,0,8
SAMN54680429,"Central Oklahoma (OK-B), OK",2025-08-18,923504495,108259,35281.0,72978.0,0.6741056170849536,0.0001172262837767,3.820338741285715e-05,83123,22656,2075,382,0,0,0,0,0,0,23
SAMN54680430,"Central Oklahoma (OK-B), OK",2025-08-26,1040928797,166955,25515.0,141440.0,0.8471743883082268,0.0001603904133319,2.451176302695755e-05,110168,33107,23377,303,0,0,0,0,0,0,0
